"fips","State","County","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020-2050"
"12019","FL","Clay County",0,0,0,0,0,0,0,0,0,0,0,55437.0395918584,97713.7470180215,143199.251285828,52766.4861510999,0,0,0,0,0,0,0
"12021","FL","Collier County",0,0,0,0,0,0,0,0,179208.247833194,593048.772383471,741511.847414104,1769252.45091934,2696627.76111351,3414087.98049282,3572457.12590765,3572457.12590765,2377186.15773414,0,0,0,0,0
"12033","FL","Escambia County",0,0,0,0,0,0,0,0,0,0,0,1990119.1304931,3631967.41314991,3778784.89839015,1307451.21036034,85969.3946538308,0,0,0,0,0,0
"12035","FL","Flagler County",0,0,0,0,0,0,0,0,0,0,0,205694.685165144,366738.57281883,557580.086743592,214859.39593031,0,0,0,0,0,0,0
"12037","FL","Franklin County",0,0,0,0,0,0,0,0,0,0,0,92061.2748379921,157099.646733574,173162.25635023,68877.6231028029,0,0,0,0,0,0,0
"12039","FL","Gadsden County",0,0,0,0,0,0,0,0,0,0,0,60785.4463505186,108376.003127388,150257.420937009,50443.5536603867,30028.1863540679,0,0,0,0,0,0
"12043","FL","Glades County",0,0,0,0,0,0,0,0,384244.19319125,485673.431417426,507538.153547866,472233.961064431,88186.0593337682,115189.375156736,35697.283479358,33206.7753296353,0,0,0,0,0,0
"12045","FL","Gulf County",0,0,0,0,0,0,0,0,0,0,0,731675.262429761,1273973.15360199,1436638.89140381,469135.841845468,0,0,0,0,0,0,0
"12049","FL","Hardee County",0,0,0,0,0,0,0,0,0,0,0,82719.724690589,146666.890501154,213800.934417092,222063.585975977,222063.585975977,109096.375596397,0,0,0,0,0
"12051","FL","Hendry County",0,0,0,0,0,0,0,0,1669610.69185261,2101662.5395881,2157592.26178439,2167644.81827517,1013963.83220842,144491.40817135,149081.39744085,11720.3377066403,0,0,0,0,0,0
"12055","FL","Highlands County",0,0,0,0,0,0,0,0,0,0,0,55909.0628322321,96258.5279894563,78588.9246072499,54308.9599192973,15920.7087982597,0,0,0,0,0,0
"12061","FL","Indian River County",0,0,0,0,0,0,0,0,0,43601.5142127268,85104.5598269801,83938.7439389393,0,0,0,0,0,0,0,0,0,0
"12063","FL","Jackson County",0,0,0,0,0,0,0,0,0,0,0,810257.057013485,1480069.55747797,1859574.08098181,2054837.81921616,1308050.8983354,1203377.92463666,0,0,0,0,0
"12065","FL","Jefferson County",0,0,0,0,0,0,0,0,0,0,0,62498.2330430109,114059.275303495,51561.042260484,0,0,0,0,0,0,0,0
"12069","FL","Lake County",0,0,0,0,0,0,0,0,0,167099.607632185,249964.576990769,284008.50152037,64763.2470543577,91637.3152972213,105464.636716786,105464.636716786,70183.9315388583,0,0,0,0,0
"12071","FL","Lee County",0,0,0,0,0,0,0,0,380174.963237696,804935.281720726,1059982.05446713,614387.344869891,54689.2594057678,0,0,0,0,0,0,0,0,0
"12073","FL","Leon County",0,0,0,0,0,0,0,0,269016.127355936,295136.8123945,295136.8123945,1551056.1726631,2384710.54921613,3214013.46957852,3219392.71341176,3219392.71341176,2142302.05035043,0,0,0,0,0
"12085","FL","Martin County",0,0,0,0,0,0,0,0,299722.604265956,630237.565641666,827588.498977243,970832.689482916,1075132.46772861,376423.657858038,124606.23092315,0,0,0,0,0,0,0
"12086","FL","Miami-Dade County",0,0,0,0,0,0,0,0,2716132.83272799,5417323.5949693,7666213.16348637,7539498.34767443,7416856.94676776,7464787.22093827,5786504.89337143,4146353.08529995,2760506.86118059,0,0,0,0,0
"12087","FL","Monroe County",0,0,0,0,0,0,0,0,2730585.81053487,5514773.01057448,7195835.18836974,4514995.65199733,4745036.86734352,2454152.88989338,1933071.7653223,1909672.09709063,788519.298947983,0,0,0,0,0
"12089","FL","Nassau County",0,0,0,0,0,0,0,0,0,0,0,171971.13527903,319714.704069228,442393.900699462,136514.425504285,0,0,0,0,0,0,0
"12091","FL","Okaloosa County",0,0,0,0,0,0,0,0,0,0,0,207446.112774095,369355.273963633,301305.842794993,83135.240686832,83135.240686832,41225.9686693605,0,0,0,0,0
"12093","FL","Okeechobee County",0,0,0,0,0,0,0,0,501198.008109529,623642.875013653,658710.329184814,631159.434382801,133626.177600608,180942.605179545,184272.793630848,116850.096356089,33856.9159215849,0,0,0,0,0
"12097","FL","Osceola County",0,0,0,0,0,0,0,0,0,0,0,77257.4263347042,137555.905425205,68763.4584929245,12820.4044891479,4320.30069086354,0,0,0,0,0,0
"12099","FL","Palm Beach County",0,0,0,0,0,0,0,0,1815208.88476534,5048612.23441906,6766668.85694509,6886681.16816222,6710171.13999648,7220137.81652707,7399570.53604709,7399570.53604709,4939885.70984396,0,0,0,0,0
"12107","FL","Putnam County",0,0,0,0,0,0,0,0,0,0,0,281217.390512702,484834.6992094,663978.30605484,303300.124876149,102441.315408743,0,0,0,0,0,0
"12109","FL","St. Johns County",0,0,0,0,0,0,0,0,0,0,0,360084.61744699,638014.006641511,776591.032458242,259678.020846484,28457.8652982448,0,0,0,0,0,0
"12111","FL","St. Lucie County",0,0,0,0,0,0,0,0,322875.651433906,1611387.2811641,2351781.69991445,3663098.26141822,3625846.51817528,3003130.14745158,3285997.76950503,2115026.26169425,247165.883347675,0,0,0,0,0
"12113","FL","Santa Rosa County",0,0,0,0,0,0,0,0,0,0,0,100033.980090042,171576.278839884,268039.256308292,282296.363041045,92758.295454698,0,0,0,0,0,0
"12115","FL","Sarasota County",0,0,0,0,0,0,0,0,0,51477.5358952425,117433.128761022,577865.523363171,936103.367964287,1069830.93040767,547458.465305576,206824.408016246,137694.057939583,0,0,0,0,0
"12117","FL","Seminole County",0,0,0,0,0,0,0,0,0,0,0,39260.8729356808,71749.2452899566,71749.2452899566,28464.1328783685,0,0,0,0,0,0,0
"12127","FL","Volusia County",0,0,0,0,0,0,0,0,0,0,0,710128.325644625,1280054.54192134,1496351.303567,1496351.303567,448703.244405832,0,0,0,0,0,0
"12129","FL","Wakulla County",0,0,0,0,0,0,0,0,0,0,0,146390.402729618,267162.484981553,120772.082251935,0,0,0,0,0,0,0,0
"13015","GA","Bartow County",0,0,0,0,0,0,0,0,0,0,12394.5932513368,105281.981047692,107864.171241159,109229.094648863,109229.094648863,109229.094648863,109229.094648863,109229.094648863,109229.094648863,17643.9793673178,0,0
"13121","GA","Fulton County",0,0,0,0,0,0,0,0,0,0,3749.23860070427,105339.184531326,105339.184531326,105339.184531326,105339.184531326,105339.184531326,105339.184531326,105339.184531326,105339.184531326,17015.7751878117,0,0
"13127","GA","Glynn County",0,0,0,0,0,0,0,0,0,0,0,17073.2425438401,34079.8447967207,34079.8447967207,34079.8447967207,34079.8447967207,34079.8447967207,34079.8447967207,34079.8447967207,5504.48803325993,0,0
"13191","GA","McIntosh County",0,0,0,0,0,0,0,0,0,0,0,99848.237601315,199306.747499268,199306.747499268,199306.747499268,199987.17786495,200006.983819256,200006.983819256,200006.983819256,32304.5939077628,0,0
"13193","GA","Macon County",0,0,0,0,0,0,0,0,0,0,0,115077.291346144,229705.412936839,229705.412936839,229705.412936839,229705.412936839,229705.412936839,229705.412936839,229705.412936839,37101.421800123,0,0
"17001","IL","Adams County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17011","IL","Bureau County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17013","IL","Calhoun County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17015","IL","Carroll County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17017","IL","Cass County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339032.230929998,54802.4702051229,0,0,0
"17023","IL","Clark County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17025","IL","Clay County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17029","IL","Coles County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17031","IL","Cook County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29131.3052019398,426638.525984499,28333386.2501947,48594028.2590231,39504889.2850725,6486431.19361693,5689248.65745257
"17033","IL","Crawford County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17035","IL","Cumberland County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17037","IL","DeKalb County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17041","IL","Douglas County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17043","IL","DuPage County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2101350.18953817,3929348.74935107,4904697.82660512,8100746.73478503,9376466.27364387,5722918.45709941,0
"17045","IL","Edgar County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17053","IL","Ford County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17057","IL","Fulton County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1801287.34041486,129412.389086816,0,0,0
"17061","IL","Greene County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17063","IL","Grundy County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17067","IL","Hancock County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17071","IL","Henderson County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17075","IL","Iroquois County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17077","IL","Jackson County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1078603.20083893,0,0,0,0
"17079","IL","Jasper County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17081","IL","Jefferson County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17083","IL","Jersey County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17089","IL","Kane County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17093","IL","Kendall County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17097","IL","Lake County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17099","IL","LaSalle County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17101","IL","Lawrence County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17105","IL","Livingston County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17109","IL","McDonough County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1812366.59550519,160391.1086068,0,0,0
"17117","IL","Macoupin County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17119","IL","Madison County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17123","IL","Marshall County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17131","IL","Mercer County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17133","IL","Monroe County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17135","IL","Montgomery County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17141","IL","Ogle County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17143","IL","Peoria County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17149","IL","Pike County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17155","IL","Putnam County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17157","IL","Randolph County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17161","IL","Rock Island County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17163","IL","St. Clair County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17167","IL","Sangamon County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247837.193066313,262763.717726565,57342.5889210839,0,0,0
"17171","IL","Scott County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17173","IL","Shelby County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557108.7287352,90053.1917681557,0,0,0
"17183","IL","Vermilion County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17193","IL","White County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379469.039490694,61338.8310409615,0,0,0
"17195","IL","Whiteside County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17197","IL","Will County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657850.837122454,1392675.24649159,1206904.17816921,56712.5816254939,0,0
"17199","IL","Williamson County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497626.704248803,143602.898649938,0,0,0
"17201","IL","Winnebago County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17203","IL","Woodford County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18001","IN","Adams County",0,0,0,0,0,0,0,0,0,0,0,175104.450591902,718124.994000498,238063.354175508,0,0,0,0,0,0,0,0
"18003","IN","Allen County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,209986.666435932,0,0,0,0,0,0,0
"18005","IN","Bartholomew County",0,0,0,0,0,0,0,0,0,0,4047954.17744304,14074072.7740706,2842604.50333238,1081951.85823364,547859.392679472,556301.666090911,410703.071438931,65974.9407796031,191817.526554895,88085.9280685123,0,0
"18007","IN","Benton County",0,0,0,0,0,0,0,0,0,0,9484.96654372833,206429.890207057,701205.117104122,232454.299094791,0,0,8220.85297352715,426156.246224058,442736.685616609,277943.348678536,0,0
"18013","IN","Brown County",0,0,0,0,0,0,0,0,0,0,556041.866040815,3400445.30184038,2847847.85368481,1237424.56266388,16654.4690026276,74980.9032597142,125178.965180611,37038.4546300099,0,0,0,0
"18015","IN","Carroll County",0,0,0,0,0,0,0,0,0,0,0,129057.228022335,560784.383668482,316045.787794495,1002166.15595133,1034844.9559713,1371556.97462337,975645.610749447,1004412.03545103,246625.724390879,0,0
"18017","IN","Cass County",0,0,0,0,0,0,0,0,0,0,83545.9467181448,390952.186565678,128532.225720223,32944.9539273065,176352.400434405,0,0,0,0,0,0,0
"18019","IN","Clark County",0,0,0,0,0,0,0,0,0,0,0,156376.40548078,813686.115642853,495529.727018477,578235.201352616,494734.548011196,121989.3406055,0,0,0,0,0
"18021","IN","Clay County",0,0,0,0,0,0,0,0,0,0,479201.116881801,2518347.94656992,2799823.8980356,319734.429776511,70611.4960199488,59004.1268111901,0,0,0,0,0,0
"18023","IN","Clinton County",0,0,0,0,0,0,0,0,0,0,772.928865298264,4408.10993490416,151350.58134307,304714.839176522,471107.306052217,112039.414069548,11924.5956220586,0,0,0,0,0
"18025","IN","Crawford County",0,0,0,0,0,0,0,0,0,0,9344.88344206479,746884.677451592,2086505.14500298,1303669.97652933,62979.7840317375,3936.4594864259,0,0,219056.501182948,308953.606736395,0,0
"18027","IN","Daviess County",0,0,0,0,0,0,0,0,0,0,516757.634220124,1344898.69356685,350947.130862222,15704.232114757,0,0,0,613.447648890764,1850.48257723247,1850.48257723247,0,0
"18029","IN","Dearborn County",0,0,0,0,0,0,0,0,0,0,214935.224798033,762867.51084471,579332.184151781,478154.063800916,1462738.58234829,1058921.11473847,193184.797298311,74065.6047902864,97562.0171185057,48914.6551580453,0,0
"18031","IN","Decatur County",0,0,0,0,0,0,0,0,0,0,0,177609.766188904,3465978.06663615,2227149.56762386,763719.696040056,210210.077902683,28795.9010825593,0,0,0,0,0
"18033","IN","DeKalb County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203091.007831395,148462.097497001,0,0,0,0
"18035","IN","Delaware County",0,0,0,0,0,0,0,0,0,0,0,676275.644000444,734400.193451254,559522.654910668,12509.1015250259,0,0,0,0,0,0,0
"18037","IN","Dubois County",0,0,0,0,0,0,0,0,0,0,16159.1013978025,98949.9306959429,534578.619400329,488735.596221274,340663.059333676,52764.8127966326,8529.10672603103,0,0,0,0,0
"18039","IN","Elkhart County",0,0,0,0,0,0,0,0,0,0,0,0,860453.998624371,1165635.09951118,1408927.56796636,509726.876943955,74892.5738794332,0,0,0,0,0
"18041","IN","Fayette County",0,0,0,0,0,0,0,0,0,0,0,12434.5782811651,63001.8632912366,74613.0974161152,390167.392423174,502123.56899181,375764.38645392,708.284443310771,3272.45344061305,923.45946406341,0,0
"18043","IN","Floyd County",0,0,0,0,0,0,0,0,0,0,85591.8948444318,1489220.10212757,1442115.03759764,926002.57935397,12509.1015250259,0,0,0,0,0,0,0
"18045","IN","Fountain County",0,0,0,0,0,0,0,0,0,0,9706.16485627973,509375.506131238,1573862.52715815,609916.865131817,361079.744115837,285250.132424193,62634.2338158236,63362.302700105,25249.7627044048,0,0,0
"18047","IN","Franklin County",0,0,0,0,0,0,0,0,0,0,24155.1254257861,1220844.57424763,2841755.58153423,881353.891168462,0,0,0,450538.743492569,490885.496641157,137178.9607052,0,0
"18049","IN","Fulton County",0,0,0,0,0,0,0,0,0,0,0,599803.424573697,1755606.73550722,618835.054345731,230885.177418923,0,0,0,0,0,0,0
"18051","IN","Gibson County",0,0,0,0,0,0,0,0,0,0,608766.880571744,2821937.92448209,2731516.08391353,1922479.8794996,2384284.28290988,2694440.20663896,1049103.64907821,740771.102269593,182406.016974729,0,0,0
"18053","IN","Grant County",0,0,0,0,0,0,0,0,0,0,678195.336865556,2452266.93270872,814131.309723547,110912.582395607,168962.369976386,0,0,0,0,0,0,0
"18055","IN","Greene County",0,0,0,0,0,0,0,0,0,0,691981.883252843,2027661.07459184,545213.769051483,33807.5987609733,55698.0169078622,186511.707994218,86868.4667370328,1202.8483050869,216981.722088822,109710.802661125,0,0
"18057","IN","Hamilton County",0,0,0,0,0,0,0,0,0,0,87934.4294922719,93027.1570690444,0,37177.5899905674,301551.563256824,44613.1079886808,220835.856659978,161433.806609034,57952.3289179767,470057.779001367,0,0
"18059","IN","Hancock County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708.284443310771,3272.45344061305,923.45946406341,0,0
"18061","IN","Harrison County",0,0,0,0,0,0,0,0,0,0,301147.378594258,881892.345447206,340168.128915217,0,0,0,0,0,40427.6880773511,223577.365882321,0,0
"18063","IN","Hendricks County",0,0,0,0,0,0,0,0,0,0,222683.286285234,679288.724064394,1462815.57252577,813068.938905542,18718.7185746599,310047.268706951,319090.648212819,311346.739980562,26406.9738424006,0,0,0
"18065","IN","Henry County",0,0,0,0,0,0,0,0,0,0,29813.1653400847,334396.962521324,275966.906608009,37288.050049843,214095.89786668,46090.774279908,0,439755.783889865,481637.63940477,143777.720478017,0,0
"18069","IN","Huntington County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,119590.634960903,185747.156428637,43256.1871135183,112174.118722713,238911.223150357,0,0,0
"18071","IN","Jackson County",0,0,0,0,0,0,0,0,0,0,25270.4687128808,183773.193224508,1052704.10022108,952862.058042108,552428.465469895,0,18290.9281030708,95635.4240817704,56179.2791737176,0,0,0
"18073","IN","Jasper County",0,0,0,0,0,0,0,0,0,0,83570.1820709454,691010.803533548,1390643.32346518,1000333.32794893,867435.704207236,249092.206997905,0,0,0,0,0,0
"18075","IN","Jay County",0,0,0,0,0,0,0,0,0,0,46289.1795331198,361679.833346076,264819.431850526,47465.1287847748,100050.172249485,145749.431303543,317091.768699077,317091.768699077,26894.2403000586,0,0,0
